mpID,wyckoff,number_of_atoms,equivalent_wyckoff_labels_number,synthesisability
icsd_127958,AB7C2D_hP66_144_2a_14a_4a_2a:Na-O-Sb-Te,66,22,1
icsd_115829,A7BC12_mC40_12_abcef_d_2i2j:Mn-Nd-O,40,10,1
icsd-138118,A2B4C17D6_tP58_128_e_h_a2i_dh:K-Pd-S-U,58,7,1
icsd-68012,A13B2C18_hP66_143_2a8d_2b2c_12d:Bi-Br-S,66,26,1
icsd_61966,A6BC12D2E2_hP23_162_2k_a_4k_c_d:C-Co-N-Na-Sn,23,9,1
icsd-159325,AB6C2_hP9_189_a_fg_d:Fe-Ho-Sb,9,4,1
icsd-76722,AB2C2D7E2_hP42_152_a_c_c_b3c_c:Ba-Cu-Na-S-Sn,42,8,1
icsd-176935,AB3C_oP20_62_c_cd_a:Nd-O-Ru,20,4,1
icsd-174908,ABC2_hP8_194_a_c_f:C-Ge-V,8,3,1
icsd_56316,A2BC2D_tI48_88_f_c_f_d:H-N-O-Re,48,4,1
icsd_115604,A6B2C_hP9_162_2k_c_b:F-Li-Mo,9,4,1
icsd_128480,AB6C2D2E_tP48_136_c_efk_fg_j_d:F-O-Rb-Si-Tb,48,8,1
icsd-176523,A2B3C_oC24_36_b_ab_a:Li-O-Si,24,4,1
icsd-47090,AB5C54DE11_aP144_2_i_5i_54i_i_11i:Bi-K-O-Si-W,144,72,1
icsd_89314,A2B2C_tP5_123_g_g_a:Bi-Li-Mn,5,3,1
icsd-129162,A6B4C14D2E_mP54_11_2e2f_4e_2e6f_2e_e:Br-C-H-N-Sn,54,19,1
icsd-149519,A4BCD8_cF56_216_e_a_c_2e:Cr-Cu-Ga-S,56,5,1
icsd-145869,AB_hP4_186_b_b:O-Zn,4,2,1
icsd-147854,A_hP2_194_c:Tb,2,1,1
icsd_127149,ABC_oP12_62_c_c_c:Cr-P-Ta,12,3,1
icsd_139157,A2B_tP6_136_f_a:O-Si,6,2,1
icsd-147507,AB_cF8_225_a_b:Ni-O,8,2,1
icsd-46052,A2B7_oP18_55_g_bg2h:Mg-Si,18,5,1
icsd-147157,A2BC5D_mC36_15_f_c_e2f_e:H-Mn-O-S,36,6,1
icsd_129157,A3B12C3D15E5_hP38_189_2f_3j3k_2f_2f3j3k_d2f:C-H-N-O-Y,38,21,1
icsd-137740,ABC4DE_mP32_14_e_e_4e_e_e:Cl-Cs-O-S-Zn,32,8,1
icsd-52504,AB5C4_mP20_11_e_a2ef_2ef:Ga-Li-Se,20,8,1
icsd-147442,A2BCD6_mP20_13_g_a_b_3g:Bi-Cr-Mn-O,20,6,1
icsd-70926,AB3CD9_hP28_188_a_k_c_kl:Ba-Ge-Hf-O,28,5,1
icsd-145886,ABC_oP12_62_c_c_c:Ge-Ni-Ti,12,3,1
icsd-144794,A_cP8_223_ac:La,8,2,1
icsd_128253,A3B2C_hP18_191_fk_l_ad:Cd-Pd-Sr,18,5,1
icsd-175860,A4B12C6D13_cI70_204_c_g_e_ag:Ba-Cu-Rb-Se,70,5,1
icsd-147911,A6B2C_cF36_225_e_c_a:Cl-Cs-W,36,3,1
icsd-146603,AB6CD2_mP20_14_a_3e_d_e:Gd-O-Sb-Sr,20,6,1
icsd_115487,AB6C14D4E2_aP54_2_i_6i_14i_4i_2i:Ca-H-O-P-Ti,54,27,1
icsd-144429,A4BC_oP24_62_2cd_c_a:O-P-V,24,5,1
icsd-139119,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd-137804,ABC4D2_tP32_90_ac_bc_2g_g:Cl-Gd-O-Sb,32,7,1
icsd_116815,A2B3C4D4_tP13_123_g_ag_2g_2g:As-Cr-O-Sr,13,7,1
icsd_59077,AB_oC8_63_c_c:Si-Zr,8,2,1
icsd-80066,A4BC_oP24_62_2cd_c_c:O-Pb-S,24,5,1
icsd_63865,A2B_oP12_62_2c_c:Br-Sn,12,3,1
icsd-177349,A3BC_mP40_4_12a_4a_4a:Br-Cs-Sn,40,20,1
icsd-138358,A3B2C8D2_tP30_116_ci_e_2j_f:Hg-Na-Se-Si,30,6,1
icsd-146947,AB7C2D_aP22_2_i_7i_2i_i:Ba-O-P-Zn,22,11,1
icsd_116116,AB4C3DE3F_aP52_2_2i_8i_6i_2i_6i_2i:C-F-H-N-O-S,52,26,1
icsd-46300,AB4C5D_oP44_33_a_4a_5a_a:Al-Ca-N-Si,44,11,1
icsd-52206,A4B2C5D2_mP104_14_8e_4e_10e_4e:H-Na-O-S,104,26,1
icsd-45039,A3BC3DE4_oP96_60_3d_2c_3d_d_4d:B-Cs-F-K-O,96,13,1
icsd-70377,AB19C7_hP54_188_a_ghk2l_cl:Ho-O-Ta,54,8,1
icsd_124821,AB6C_hR24_148_a_f_b:Br-F-Rb,24,3,1
icsd-177575,A2BC_hR12_166_c_a_b:Ba-F-N,12,3,1
icsd-175548,AB14C5D21_hP246_173_a2b_14c_5c_21c:Al-H-I-O,246,43,1
icsd-147439,AB3_tI32_139_de_im:Dy-Si,32,4,1
icsd-49333,ABC4D_oP28_62_c_c_2cd_c:Cs-P-S-Sr,28,6,1
icsd-176364,AB4C8_cP52_198_a_ab_2a2b:Ga-Nb-Se,52,7,1
icsd_123937,A2BCD9_hR39_155_c_b_a_df:I-In-N-O,39,5,1
icsd_127427,A2B_hP9_152_c_a:O-Si,9,2,1
icsd-126829,A2B2C5_oP36_62_d_ac_c2d:Ca-Fe-O,36,6,1
icsd-126983,ABC2_hR12_166_a_b_c:Co-Li-O,12,3,1
icsd-38620,A5BC12D3_hP42_176_fh_a_2hi_h:Ca-F-O-P,42,7,1
icsd-176734,A12B4C3D16E3_aP38_1_12a_4a_3a_16a_3a:H-Mo-N-O-P,38,38,1
icsd-149077,A2BC_oC8_38_d_a_b:C-Ni-Sm,8,3,1
icsd_127077,A_oP8_17_ace:C,8,3,1
icsd-54014,A5B9_oP224_61_10c_18c:Ga-S,224,28,1
icsd-149098,ABCD_tP8_129_c_c_a_c:B-N-Ni-Tb,8,4,1
icsd-146697,A8B3C35D14_mC240_15_4f_cf_e17f_7f:Cs-Cu-O-Si,240,31,1
icsd-149562,A2B_hP3_191_c_b:B-Zr,3,2,1
icsd_127132,A_oP16_17_4e:C,16,4,1
icsd_117584,A2BC6D_mP20_14_e_a_3e_d:Gd-Mg-O-Ti,20,6,1
icsd-139230,ABCD3_oP24_62_c_c_c_3c:Cu-Sr-Tb-Te,24,6,1
icsd-176671,AB3C_mC40_15_2e_3f_f:Ge-N-P,40,6,1
icsd-149132,ABC2_cF16_225_a_b_c:Ga-Mn-V,16,3,1
icsd-177430,AB4C_tI24_88_a_f_b:Cs-O-Re,24,3,1
icsd-128972,A3B2C9_oP56_62_a2c_2c_5c2d:Cu-Mo-O,56,12,1
icsd_115940,AB4_mP20_14_e_4e:C-F,20,5,1
icsd_116511,ABCD50E4F6_mP252_14_e_e_e_50e_4e_6e:Cs-Eu-K-O-Se-Ta,252,63,1
icsd-145795,A5B8C2D_oP64_19_5a_8a_2a_a:H-O-Se-Y,64,16,1
icsd-47815,A2B4C_oF56_70_e_h_a:Ag-O-Se,56,3,1
icsd-45828,ABC9D2EF_mP60_14_e_e_9e_2e_e_e:B-H-O-P-Rb-V,60,15,1
icsd-147252,A3B4_cF56_227_ad_e:Co-O,56,3,1
icsd-70635,ABC_hP6_186_b_a_b:Au-Dy-Ge,6,3,1
icsd-45081,A13B18C12D13E4_mC480_15_13f_18f_12f_13f_4f:C-N-O-S-Zr,480,60,1
icsd-48719,A3B2CD7_mP52_14_3e_2e_e_7e:Ba-Ga-Hg-S,52,13,1
icsd-146156,ABC10D2E2_aP32_2_ag_i_10i_2i_bci:As-Br-F-O-Xe,32,18,1
icsd_128156,A4BC7_oP96_55_2g2h2i_gh_ef2g2h4i:In-K-Na,96,18,1
icsd-146506,A_hP2_194_c:Si,2,1,1
icsd-70320,A3B_tP16_136_cj_f:Ga-Ru,16,3,1
icsd_116004,ABCD_oP16_57_d_d_c_d:C-N-Rb-S,16,4,1
icsd-175636,AB2C16D6_oP100_33_a_2a_16a_6a:F-Ga-O-Se,100,25,1
icsd-147317,A2B9C2_mP52_14_2e_9e_2e:Ba-F-Fe,52,13,1
icsd_137309,A12BC2_aP30_2_12i_i_2i:F-Fe-Sb,30,15,1
icsd-144612,ABC6D2_mP20_14_a_d_3e_e:Ir-Ni-O-Pr,20,6,1
icsd-139322,A2B8CD2_oP52_60_d_4d_c_d:B-O-Si-Tb,52,7,1
icsd-139288,A6B6CD2_hP60_194_l_jk_f_ah:H-O-Rb-Te,60,6,1
icsd-45717,A3B7C4D13_hP54_147_g_c2g_dg_d4g:As-Cs-Cu-S,54,11,1
icsd-146785,AB3C10D2_mP32_11_e_ef_2e4f_f:Ba-Ge-O-Sc,32,10,1
icsd-149470,ABC2_hP8_194_a_c_f:Al-C-Ti,8,3,1
icsd-145003,AB3C_oP20_62_c_3c_c:Cs-I-Sn,20,5,1
icsd-129322,A3BC5D2_oC44_63_cf_c_c2f_f:Ag-Cs-Se-Y,44,7,1
icsd-148774,AB12C3_tP64_114_c_6e_3d:I-Se-Ta,64,10,1
icsd-126468,AB_cF8_225_a_b:N-Ti,8,2,1
icsd-138026,A8B3C4_oP30_55_g3h_ag_gh:Bi-Ca-Pd,30,8,1
icsd-145516,AB6C_mC32_15_e_3f_e:Ca-O-S,32,5,1
icsd-175909,A7B3C16_tP26_111_afn_be_2no:Ge-K-O,26,8,1
icsd-176626,A5BC2_tI32_140_cl_a_h:Cl-Cs-Pb,32,4,1
icsd-59221,A4BC_mC24_15_2f_e_e:O-Ta-Tb,24,4,1
icsd-48430,A2B3C6D_mP48_14_2e_3e_6e_e:B-Na-O-Yb,48,12,1
icsd-176276,A8B15CD2_oP104_62_2c3d_5c5d_c_d:Ba-Se-Sn-Zr,104,17,1
icsd_123825,AB4C4_cF72_227_a_e_e:Li-Mo-O,72,3,1
icsd_127535,AB3C9D2E5_oP160_31_4a_4a4b_8a14b_8a_4a8b:Ba-La-N-O-Si,160,54,1
icsd-119917,A4B4CD2_mP22_11_aef_2ef_e_be:Li-P-Si-Sr,22,9,1
icsd_125267,A3B3C12D2_cI160_230_d_c_h_a:Fe-Na-O-Te,160,4,1
icsd-146455,AB2C2_tI10_139_a_d_e:Ba-Mn-P,10,3,1
icsd-176149,A3B4_hR21_166_ac_2c:As-Sn,21,4,1
icsd_124476,AB2CD8_oP48_60_c_d_c_4d:La-Mo-N-O,48,7,1
icsd-175335,AB6C2D_cF40_225_a_e_c_b:Ag-Cl-Cs-In,40,4,1
icsd_116507,ABC2_hR12_166_a_b_c:Cr-Na-O,12,3,1
icsd-138319,A2B3_oP80_18_ab7c_2a2b10c:Al-O,80,23,1
icsd-147614,AB2C_hP8_194_c_f_b:F-I-La,8,3,1
icsd-175765,A6B2C_cF36_225_e_c_a:Cl-Cs-Pb,36,3,1
icsd-47946,A7B2_hR54_166_a2cdh_2c:Ni-Y,54,7,1
icsd-126612,A2B2C7D_tP24_113_e_e_cef_a:Be-Gd-O-Si,24,6,1
icsd-175620,A4B2CD12E2_mP84_14_4e_2e_e_12e_2e:B-Ba-Cd-O-Tb,84,21,1
icsd_115794,A2B_mP288_14_48e_24e:O-Si,288,72,1
icsd_124860,AB4C2D_hP216_144_9a_36a_18a_9a:C-H-N-Se,216,72,1
icsd-48830,A3B9C2D_mP60_11_4ef_10e4f_4e_ad:K-O-P-Ta,60,25,1
icsd-175159,A6B2CD_hR60_166_2h_2c_c_ab:Cl-Cs-Na-Rh,60,7,1
icsd-44540,A6B4C_hR66_167_f_ae_b:Br-Cs-Pb,66,4,1
icsd-138525,A2B11C4D2_tI304_122_2e_2d10e_4e_abce:Na-O-Te-Zn,304,22,1
icsd_127935,AB3CD_oP24_62_c_3c_c_c:Cu-Se-Sr-Tb,24,6,1
icsd_115517,AB4C4_cF72_227_a_e_e:Ag-Mo-O,72,3,1
icsd-44813,AB4_mC40_15_f_4f:Nb-S,40,5,1
icsd-144604,AB6C2_hP27_150_e_3g_adf:Mn-O-Sb,27,7,1
icsd-146639,ABC_mP12_14_e_e_e:Bi-O-Se,12,3,1
icsd-46984,A2B_cF12_225_c_a:Al-Cu,12,2,1
icsd-144741,A2B_mC24_12_4i_2i:O-V,24,6,1
icsd-149173,A6B2C_mP18_14_3e_e_a:I-K-Zr,18,5,1
icsd_127489,A22B8C8D_mP78_14_11e_4e_4e_a:O-Pb-S-Zn,78,20,1
icsd-176630,A5BC2_tI32_140_cl_a_h:Cl-Cs-Pb,32,4,1
icsd-138030,A2BC3D10E3F_mP80_14_2e_e_3e_10e_3e_e:F-Fe-H-O-P-Rb,80,20,1
icsd-145500,AB6C_mC32_15_e_3f_e:Ca-O-S,32,5,1
icsd-52181,ABC_hP18_190_bf_g_h:Au-In-Sc,18,4,1
icsd-145150,A3BC_tP10_127_bg_c_a:Cl-Cs-Eu,10,4,1
icsd-70859,A4B7C192D48_tP502_114_e_ace_48e_12e:As-K-O-W,502,64,1
icsd-47854,ABCD3_oP24_62_c_c_c_cd:B-Ba-Li-S,24,5,1
icsd_129213,A2B4C_oP28_62_ac_2cd_c:Fe-O-Si,28,6,1
icsd_124421,AB3C11D_mC64_15_c_ef_e5f_e:K-N-O-U,64,10,1
icsd-144595,A2B4C_oF224_70_2h_4h_abe:Ga-S-Sr,224,9,1
icsd-137812,A2BC3_hP6_191_c_a_g:Pd-Y-Zn,6,3,1
icsd-70361,AB2C6D_tP10_123_c_g_abi_d:Ba-Mn-O-Pr,10,6,1
icsd-137957,A6B4C3D_oF224_70_3h_2h_ch_d:H-N-Na-Pr,224,8,1
icsd-144829,A3B7C_hR33_160_b_a2b_a:Fe-O-P,33,5,1
icsd-148109,AB8CD2_oC48_37_a_4d_c_bc:Ca-O-Te-V,48,8,1
icsd-52210,A5BC4D_mP88_14_10e_2e_8e_2e:H-Na-O-S,88,22,1
icsd-128572,A6B2C_aP18_2_6i_2i_i:O-P-Sr,18,9,1
icsd-176722,AB6C2D_cF40_225_a_e_c_b:Bi-Cl-Cs-Na,40,4,1
icsd-146394,ABC3_oP20_62_c_a_cd:Dy-Mn-O,20,4,1
icsd_127431,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-129363,A8B3C2_hR39_166_ch_ac_c:O-Sr-V,39,5,1
icsd-138122,A14B7C90D6_hR351_148_c2f_af_15f_f:Au-Ba-F-H,351,21,1
icsd-148735,AB6C17D4_mC56_12_a_ij_d4i2j_2i:Ba-Ca-O-P,56,12,1
icsd-126429,A2B3_cI80_206_ad_e:Gd-O,80,3,1
icsd_137574,A12B5_tI34_87_hi_ah:Ni-P,34,4,1
icsd_57356,A4B8C_mC52_15_2f_4f_e:B-O-Te,52,7,1
icsd-54452,A5B3C10D_mP76_14_5e_3e_10e_e:B-K-O-Zn,76,19,1
icsd_127124,A_mC32_15_4f:C,32,4,1
icsd-149574,A3B2C8_hP26_186_c_2b_ab2c:Mo-Ni-O,26,7,1
icsd-176723,AB6C2D_cF40_225_a_e_c_b:Bi-Cl-Cs-Na,40,4,1
icsd-128573,A6B2C_aP18_2_6i_2i_i:O-P-Sr,18,9,1
icsd_127430,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-45757,A4BC12D3_mC80_9_4a_a_12a_3a:B-La-O-Sc,80,20,1
icsd_127963,A4B9C2D_mP64_14_4e_9e_2e_e:H-O-P-Ti,64,16,1
icsd-129362,A8B3C2_hR39_166_ch_ac_c:O-Sr-V,39,5,1
icsd-66934,A3BC_tP5_99_ac_b_a:O-Pb-Ti,5,4,1
icsd-126582,A2B3_hR30_167_c_e:Ga-O,30,2,1
icsd-48923,AB2CD6E2_aP24_2_i_2i_i_6i_2i:Cs-F-Fe-O-P,24,12,1
icsd_127125,A_mC32_15_4f:C,32,4,1
icsd-147992,A5B4C16D2_oP108_60_c2d_2cd_8d_d:Ge-Na-O-Sn,108,15,1
icsd-47855,ABCD3_mP24_14_e_e_e_3e:B-Ba-Na-S,24,6,1
icsd_129212,A2B4C_oP28_62_ac_2cd_c:Fe-O-Si,28,6,1
icsd_124420,AB3CD11_hR96_167_b_e_a_cef:Cs-N-Np-O,96,6,1
icsd-144594,AB4CD_oC28_40_b_2bc_b_a:Cd-S-Si-Sr,28,6,1
icsd-137813,AB2C3_hP6_191_a_c_g:Nd-Pd-Zn,6,3,1
icsd-137956,AB6C4D3_oF224_70_c_3h_2h_dh:Ce-H-N-Na,224,8,1
icsd-70360,AB2C6D_tP10_123_c_g_abi_d:Ba-Mn-O-Pr,10,6,1
icsd-144828,A3B7C_hR33_160_b_a2b_a:Fe-O-P,33,5,1
icsd-148108,AB17C4D3_oP100_19_a_17a_4a_3a:Ba-O-Ta-Te,100,25,1
icsd-126644,A3BC4DE5F_aP60_2_6i_2i_8i_2i_10i_2i:Br-C-H-Li-O-S,60,30,1
icsd-147183,AB_oP8_62_c_c:B-Mn,8,2,1
icsd-175158,A9B3C2_hP28_194_hk_bf_f:Br-Cs-Rh,28,5,1
icsd_127934,ABC3D_oC24_63_c_a_cf_c:Cu-Lu-Se-Sr,24,5,1
icsd-146792,AB_hP4_186_b_b:O-Zn,4,2,1
icsd-83036,ABCD2E_hR108_148_f_f_f_2f_f:H-K-N-O-P,108,6,1
icsd-174749,A8B2C16DE_mC112_15_4f_f_8f_e_e:B-K-O-P-Rb,112,15,1
icsd-146638,ABC_mP12_14_e_e_e:Bi-O-S,12,3,1
icsd-145917,A3B11C2D_aP34_2_3i_11i_2i_i:Cu-O-S-Te,34,17,1
icsd-46985,A6B_oC28_36_2a2b_a:Al-Fe,28,5,1
icsd-48427,A2BC3D6_mP48_14_2e_e_3e_6e:B-Ho-Na-O,48,12,1
icsd-176631,A5BC2_tI32_140_cl_a_h:Cl-Cs-Pb,32,4,1
icsd-149172,A6B2C_tP18_128_eh_d_a:I-Rb-Zr,18,4,1
icsd-145501,AB6C_mC32_15_e_3f_e:Ca-O-S,32,5,1
icsd_123131,A5B3_mC32_12_5i_3i:O-Ti,32,8,1
icsd_124477,A2BC8D_mP24_13_g_e_4g_f:Mo-N-O-Tb,24,7,1
icsd-145782,A7B14C3D10E2F4_mP80_11_3e2f_2e6f_ef_5f_f_2ef:F-H-N-O-P-V,80,24,1
icsd-126613,A2B7CD2_tP24_113_e_cef_a_e:Be-O-Si-Tb,24,6,1
icsd-144613,ABC6D2_mP20_14_a_d_3e_e:Ir-Ni-O-Pr,20,6,1
icsd-176332,AB3C_cP5_221_a_c_b:Ba-O-Zr,5,3,1
icsd-139289,A6BC6D2_hP60_194_l_f_jk_ah:H-K-O-Te,60,6,1
icsd-129323,AB3C5D2_oC44_63_c_cf_c2f_f:Cs-Cu-Se-Y,44,7,1
icsd-145452,ABCD4_hR42_148_c_c_c_cf:As-K-Ni-O,42,5,1
icsd-147480,A7B2C2_cF88_227_af_d_c:O-Sn-Tm,88,4,1
icsd-177036,AB2C_hP8_194_a_f_c:C-Hf-S,8,3,1
icsd-126469,AB_cF8_225_a_b:N-Ti,8,2,1
icsd_124748,A2BCD4_oP16_31_b_a_a_2ab:Cu-Ge-Mn-S,16,6,1
icsd-128924,A_hR3_166_a:Bi,3,1,1
icsd-52196,A5BC4D_mP88_14_10e_2e_8e_2e:H-Na-O-S,88,22,1
icsd-176627,A5BC2_tI32_140_cl_a_h:Cl-Cs-Pb,32,4,1
icsd-59220,AB4C_mC24_15_e_2f_e:Gd-O-Ta,24,4,1
icsd-139266,AB12C2D5_oP160_61_c_12c_2c_5c:Co-O-Rb-Si,160,20,1
icsd-48431,A2B3C6D_oP48_62_2c_cd_4cd_c:B-K-O-Tb,48,10,1
icsd-175772,A6B2C_cF36_225_e_c_a:Cl-Cs-Te,36,3,1
icsd-145794,A15B3C17D4E4_hP86_173_5c_c_ab5c_bc_bc:H-N-O-P-Zn,86,17,1
icsd-175322,A2B2CD2E2_tI18_139_d_c_a_e_e:F-Fe-O-S-Sr,18,5,1
icsd_116510,ABC2_oP16_33_a_a_2a:Al-Na-O,16,4,1
icsd_124461,ABCD18E6F3_cP120_198_a_a_a_6b_2b_b:C-Cl-Co-H-N-O,120,12,1
icsd-70634,ABC_hP6_186_b_b_a:Au-Ge-Tb,6,3,1
icsd_59021,A2B4CD_tI16_82_ac_g_b_d:Na-S-Sn-Zn,16,5,1
icsd-48348,AB7C12_cI40_204_a_bc_g:Ca-Mn-O,40,4,1
icsd-48718,A6B2C_hP27_150_3g_ef_ad:F-Fe-Li,27,7,1
icsd_94858,AB3CD9E2_oP64_62_c_a2c_c_5c2d_2c:Cl-Cu-K-O-S,64,14,1
icsd-146157,AB10C2DE2_aP32_2_i_10i_2i_ag_bci:Br-F-O-Sb-Xe,32,18,1
icsd_128157,AB2_oC48_20_2c_ab3c:In-Na,48,7,1
icsd_115629,A2B5C_mP32_14_2e_5e_e:C-O-Sr,32,8,1
icsd-70321,A3B_tP16_136_cj_f:Ga-Ru,16,3,1
icsd-162058,A5B3C12_cI160_230_ad_c_h:Al-Lu-O,160,4,1
icsd-149308,A6BC8D6E4F_oC104_63_fh_a_2fh_fh_fg_c:C-Co-H-N-O-Tb,104,11,1
icsd-61863,A3B5_oC32_63_cf_c2f:Mo-N,32,5,1
icsd_126519,A3B3C_oP28_62_3c_3c_c:As-Ca-In,28,7,1
icsd_137308,AB12C2_aP30_2_i_12i_2i:Co-F-Sb,30,15,1
icsd-49298,A2BC8D2_mP52_14_2e_e_8e_2e:As-Ba-O-Zn,52,13,1
icsd-175549,A3B_hP8_194_h_c:Ni-Sn,8,2,1
icsd-177574,A4BC_tI24_88_f_a_b:O-Pb-W,24,3,1
icsd-147438,AB3_tI32_139_de_im:Er-Si,32,4,1
icsd-49332,ABC4D_mP28_14_e_e_4e_e:Na-P-S-Sr,28,7,1
icsd_127426,A2B_hP9_152_c_a:O-Si,9,2,1
icsd-149076,A3B5C2_tP20_127_ag_bi_h:C-Ni-Sm,20,5,1
icsd-38621,ABC3_cP5_221_b_a_c:Al-La-O,5,3,1
icsd-176735,A12B4C3D16E3_aP38_1_12a_4a_3a_16a_3a:H-Mo-N-O-P,38,38,1
icsd-174708,AB4CD12_mP36_4_a_4a_a_12a:Ga-I-Na-O,36,18,1
icsd_127076,A_oP16_53_ehi:C,16,3,1
icsd-78195,A2B12C4D4E_tP46_114_d_3e_e_e_a:Ag-H-N-O-S,46,7,1
icsd_61623,A7BC4_oP96_55_ef2g2h4i_gh_2g2h2i:Na-Rb-Tl,96,18,1
icsd-149099,A3B2_cI80_206_e_ad:O-Tb,80,3,1
icsd-149563,A2B_hP3_191_c_b:B-Zr,3,2,1
icsd_127099,A_oP32_61_4c:C,32,4,1
icsd_127133,A_mP16_13_4g:C,16,4,1
icsd_61273,A2B10C2D_oP30_58_g_g2h_g_a:Cl-F-O-Pd,30,6,1
icsd-149133,ABC2_cF16_216_a_c_bd:Ga-Mn-V,16,4,1
icsd-176670,AB4C2_mP28_4_2a_8a_4a:Ge-N-P,28,14,1
icsd_57341,A2BC13D3_oP76_62_d_c_3c5d_cd:B-Cd-O-S,76,12,1
icsd-148688,AB_cF8_225_a_b:Eu-O,8,2,1
icsd-128973,A3B2C9_oP56_62_a2c_2c_5c2d:Cu-Mo-O,56,12,1
icsd-177431,AB4C_tI24_88_a_f_b:Cs-O-Re,24,3,1
icsd-129231,A2BC6DE_mP22_11_2e_e_2e2f_e_e:B-K-O-Sr-Y,22,9,1
icsd_115941,AB4_mC20_15_e_2f:C-F,20,3,1
icsd_125227,A6BCD4E2F6G2_oP88_62_3d_c_a_2cd_d_3d_2c:C-Ca-Fe-H-K-N-O,88,14,1
icsd-144428,A4BC_oP24_62_2cd_c_c:O-P-V,24,5,1
icsd-139118,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd-137805,ABC4D2_tP32_90_ac_bc_2g_g:Cl-Ho-O-Sb,32,7,1
icsd_124965,A2B9C18DE8_hP76_165_d_fg_3g_b_dg:Br-C-N-O-Pr,76,9,1
icsd_124436,A6B2CD11_aP40_2_6i_2i_bc_11i:H-N-Np-O,40,21,1
icsd_129204,ABCD2E4_oP72_60_d_2c_d_2d_4d:As-F-Mg-Na-O,72,10,1
icsd-177348,A3BC_oP20_62_cd_c_a:Br-Cs-Sn,20,4,1
icsd-138359,AB2C4D_oP32_33_a_2a_4a_a:Hg-Li-Se-Sn,32,8,1
icsd-46301,A2B4CD2E2F2_mP52_14_2e_4e_ad_2e_2e_2e:C-H-Mn-N-O-S,52,14,1
icsd_116117,A8B2CD_mP24_13_4g_g_e_f:F-H-N-Sb,24,7,1
icsd-145686,ABC4D_oP28_62_c_c_2cd_c:Ca-K-O-P,28,6,1
icsd-144994,AB3C_oP20_62_c_3c_c:Cs-I-Sn,20,5,1
icsd_57087,A2BC2_tI10_139_d_a_e:Cu-Nd-Si,10,3,1
icsd_124573,A3B9C_hP26_173_c_3c_b:I-O-Sc,26,5,1
icsd-174972,A2B8C4D_oP60_29_2a_8a_4a_a:F-H-O-Zn,60,15,1
icsd-53945,A6B2CD_tI20_139_eh_d_a_b:Cl-Cs-Cu-Hg,20,5,1
icsd-45038,A3B3CDE4_oP96_60_3d_3d_2c_d_4d:B-F-K-Na-O,96,13,1
icsd-70376,AB19C7_hP54_188_a_ghk2l_cl:Dy-O-Ta,54,8,1
icsd_124820,AB6C_hR24_148_a_f_b:Br-F-K,24,3,1
icsd-70531,A5B12C3_cI160_230_ad_h_c:Fe-O-Y,160,4,1
icsd_127148,ABC_mP24_14_2e_2e_2e:Cr-P-Ta,24,6,1
icsd_139156,A2B_tP6_136_f_a:O-Si,6,2,1
icsd-147506,ABC3_hR30_161_a_a_b:Bi-Fe-O,30,3,1
icsd-137604,A4B_tI10_139_de_a:Al-Eu,10,3,1
icsd_129156,A3B12C5D3E15_hP38_189_2f_3j3k_d2f_2f_2f3j3k:C-H-Lu-N-O,38,21,1
icsd_57290,AB7C5D_mP112_14_2e_14e_10e_2e:Cr-F-N-Si,112,28,1
icsd_57785,A3BC_oP20_62_cd_c_a:O-Sr-Zr,20,4,1
icsd-137741,ABC4DE_mP32_14_e_e_4e_e_e:Cs-I-O-S-Zn,32,8,1
icsd-175162,A9B3C2_hP28_194_hk_bf_f:Br-Rb-Rh,28,5,1
icsd-145887,A10B17C2_oP58_26_5c_2a3b6c_ab:B-O-Zn,58,18,1
icsd_117511,ABC3_oP20_62_a_c_cd:Al-Gd-O,20,4,1
icsd_63720,A4B2CD_tI64_122_2e_e_c_d:F-H-O-Zr,64,5,1
icsd_115486,A2B4C13D3E_mC92_15_f_2f_e6f_ef_c:Ca-H-O-P-Ti,92,13,1
icsd-147910,A6B2C_cF36_225_e_c_a:Cl-Cs-W,36,3,1
icsd-146602,AB6CD2_mP20_14_a_3e_d_e:Nd-O-Sb-Sr,20,6,1
icsd-45690,ABC3_hR30_167_a_b_e:B-Fe-O,30,3,1
icsd-119490,A6B52CD6_aP65_2_3i_26i_a_3i:Na-O-Sb-W,65,33,1
icsd_137324,ABC5D12E2F2_mP92_14_e_e_5e_12e_2e_2e:Cu-F-H-O-S-Yb,92,23,1
icsd-45940,A2B4C_cF56_227_c_e_b:Ga-O-Zn,56,3,1
icsd_61967,A6B12C2DE2_hP23_162_2k_4k_c_a_d:C-N-Na-Ni-Sn,23,9,1
icsd-176934,A3BC_oP20_62_cd_c_a:O-Pr-Ru,20,4,1
icsd_136866,AB16C3_mP80_14_e_16e_3e:Lu-O-Re,80,20,1
icsd_115605,AB7C2D_mP44_14_e_7e_2e_e:Mg-O-P-Sr,44,11,1
icsd_128481,ABC6D2E2_tP48_136_d_c_efk_fg_j:Eu-F-O-Rb-Si,48,8,1
icsd_128194,A2B_mP12_14_2e_e:O-Zr,12,3,1
icsd-176522,A3BC4D_tI144_88_3f_f_4f_f:Li-Na-O-Si,144,9,1
