mpID,wyckoff,number_of_atoms,equivalent_wyckoff_labels_number,synthesisability
icsd_123686,A13B3C2D_oP76_62_3c5d_3c_2c_c:F-K-Sb-Zr,76,14,1
icsd_137295,A2B2C12D3_oP76_19_2a_2a_12a_3a:Co-Cs-O-S,76,19,1
icsd-70316,A3B_tP16_136_cj_f:Ga-Ru,16,3,1
icsd-47065,AB2C6D_hR30_146_a_2a_2b_a:Ge-Li-O-Te,30,6,1
icsd_128530,A2B7C2D2_mP52_14_2e_7e_2e_2e:H-O-P-Sb,52,13,1
icsd_128160,A6B4C7_aP68_2_12i_8i_14i:As-In-K,68,34,1
icsd_124840,AB4C2D_hP216_144_9a_36a_18a_9a:C-H-N-Se,216,72,1
icsd-128786,A3B4C3D16_mC104_15_cf_2f_ef_8f:Al-As-Na-O,104,14,1
icsd-176539,A2B2C7D2_mP52_14_2e_2e_7e_2e:B-K-O-Pr,52,13,1
icsd_128475,A3B2CD9E_mP64_14_3e_2e_e_9e_e:Al-B-K-O-Sr,64,16,1
icsd_64338,ABC2D7_tP11_123_a_b_h_chi:Ce-Cs-Nb-O,11,6,1
icsd-146025,ABC2D2_oI12_71_b_a_g_f:Al-C-Co-Pr,12,4,1
icsd-70603,AB3C_tP5_99_b_ac_a:Ba-O-Ti,5,4,1
icsd-129482,ABC4D2_tP32_90_ac_bc_2g_g:Br-Er-O-Sb,32,7,1
icsd-148191,A6B2C_mP18_14_3e_e_a:Cl-K-Zr,18,5,1
icsd-163691,A2B_cF24_227_c_b:Cr-Nb,24,2,1
icsd-146926,A3B4CD9_oC136_20_3c_ab3c_ab_ab8c:Ga-Hg-K-S,136,20,1
icsd-177282,A2B6CD_mC20_12_i_ij_a_d:Ba-O-Pr-W,20,5,1
icsd_136938,A3B6C42DE38F2_hR276_146_3a_2b_14b_a_2a12b_2a:Al-Ca-H-Na-O-S,276,36,1
icsd-49094,A2BC2_hR15_166_c_a_c:Bi-Se-Te,15,3,1
icsd-148715,A60B6CD_cP272_205_10d_d_a_b:C-F-Li-P,272,13,1
icsd-175591,A6BC9DE_oP72_33_6a_a_9a_a_a:H-I-O-Rb-Te,72,18,1
icsd-82344,ABCD2E_mP72_14_3e_3e_3e_6e_3e:Ag-H-N-O-P,72,18,1
icsd-70984,A3B6CD13_oP92_62_abc_2c2d_c_3c5d:Ag-B-N-O,92,16,1
icsd-176647,A6B4C_hR66_167_f_ae_b:Cl-Cs-Pb,66,4,1
icsd_127104,A_oP32_56_4e:C,32,4,1
icsd-77257,A7B7C12D9_hP70_186_b2c_b2c_2cd_cd:Br-Cu-P-S,70,11,1
icsd-70592,A3B3C12D2_cI160_230_c_d_h_a:Ca-Ge-O-Sc,160,4,1
icsd_127411,A4BC7_oC48_63_eg_c_cgh:B-Mg-O,48,6,1
icsd-176352,AB2_cF12_225_a_c:Ce-O,12,2,1
icsd_119543,A4BC3_oF64_69_gho_g_gl:Bi-Ce-Ti,64,6,1
icsd-148200,AB_cF8_225_a_b:Mn-S,8,2,1
icsd-149738,A4B2C3D_oP40_29_4a_2a_3a_a:H-N-O-S,40,10,1
icsd-149692,A3B4_cF56_227_ad_e:Co-O,56,3,1
icsd_128567,A2B_tP6_136_f_a:O-Ti,6,2,1
icsd-144809,A2B4C_cF56_227_c_e_b:Fe-O-Zn,56,3,1
icsd-146834,A8BC3_mP24_11_2e3f_e_ef:O-Tl-V,24,8,1
icsd-46789,A4B3C14D3_mC48_5_2c_ac_7c_bc:H-La-O-P,48,13,1
icsd-147376,A12B2C7_oP84_62_4c4d_2c_c3d:F-Sb-Te,84,14,1
icsd-175712,A3B10C_cF112_225_e_fh_c:Dy-F-K,112,4,1
icsd_116120,A4B4C_cF72_227_e_e_a:Mg-O-V,72,3,1
icsd-45849,A9B2C2_mP52_14_9e_2e_2e:O-Se-V,52,13,1
icsd-147233,A4BC_mP48_14_8e_2e_2e:F-Mo-O,48,12,1
icsd-59539,AB4C_mP12_13_e_2g_f:Er-O-Ta,12,4,1
icsd_127387,A2B7C2_mP44_14_2e_7e_2e:Gd-O-Si,44,11,1
icsd_116823,A2B4C3D6_mC60_15_f_2f_ef_3f:Ga-La-O-Se,60,8,1
icsd_127542,AB3C9D2E5_oP160_31_4a_4a4b_8a14b_8a_4a8b:Ca-Ce-N-O-Si,160,54,1
icsd_64400,A3BCD8E_oC112_64_fg_f_d_2f3g_e:B-Li-Na-O-Si,112,10,1
icsd_127112,A_mP16_13_4g:C,16,4,1
icsd-145832,AB7C3_mP44_4_2a_14a_6a:Nb-O-Y,44,22,1
icsd-176651,A6B4C_hR66_167_f_ae_b:Cl-Cs-Pb,66,4,1
icsd-49606,A2B4C3_mP36_13_adg_4g_ef2g:K-S-Zn,36,11,1
icsd-70992,AB3C6D8_mP72_14_e_3e_6e_8e:Cs-I-Re-Se,72,18,1
icsd_58580,AB2C4_tP56_126_f_k_2k:Ga-K-Tl,56,4,1
icsd_127407,A4BC10D2_mP34_14_2e_a_5e_e:B-Co-O-Tb,34,9,1
icsd-175991,AB_hR6_160_a_a:Ge-Te,6,2,1
icsd-176714,ABC_oP12_33_a_a_a:Bi-F-S,12,3,1
icsd-64197,AB_cF8_225_a_b:Mn-N,8,2,1
icsd-144665,A2B4C_cF56_227_c_e_b:Ga-O-Zn,56,3,1
icsd_116423,A2B3C2_tP7_123_g_ag_g:Ba-N-Zr,7,4,1
icsd-138397,ABC4D_tP14_129_c_c_2cf_c:Ag-La-O-Ti,14,6,1
icsd-174953,A2B5C4_mP22_14_e_a2e_2e:Br-O-Sb,22,6,1
icsd_116589,A3B8CD14_mC52_8_3a_4b_a_4a5b:Ag-Ga-Rb-Se,52,17,1
icsd-137961,A16B9C2_oI54_71_fg3n_afgn_e:Al-Pt-Sr,54,10,1
icsd-70357,AB2C6D_tP10_123_c_g_abi_d:Ba-Mn-O-Pr,10,6,1
icsd-149684,AB2C3_hP12_194_c_ad_h:C-Na-O,12,4,1
icsd-48781,A9B3C2_hP14_164_ei_ad_d:Br-Cs-Sb,14,5,1
icsd_124801,AB3C_mP20_14_ad_3e_e:Cr-O-Y,20,6,1
icsd-137824,A4B3_oP28_62_2cd_cd:As-S,28,5,1
icsd_124944,ABC8D2_mP24_4_a_a_8a_2a:Dy-H-O-S,24,12,1
icsd-149391,AB2C4D12_tI38_121_a_c_i_ij:Hg-K-N-O,38,5,1
icsd-176128,A2B_mP12_14_2e_e:O-Zr,12,3,1
icsd-147225,ABC_oP24_62_2c_2c_2c:C-H-La,24,6,1
icsd_124417,AB3C11D_hR96_167_b_e_cef_a:Cs-N-O-Pu,96,6,1
icsd_129225,A2B4C_oP28_62_ac_2cd_c:Fe-O-Si,28,6,1
icsd-43088,AB2CD_hP10_194_a_f_c_d:Ce-H-Ni-Sn,10,4,1
icsd-138378,AB2C2DE4_tI40_109_a_b_b_a_2b:B-C-F-Na-O,40,6,1
icsd-43122,A13B6C60D15_mC188_5_a6c_ab2c_30c_b7c:Bi-K-O-P,188,49,1
icsd-177017,A3BC_tI10_107_ab_a_a:Al-Cu-Pr,10,4,1
icsd_123556,A2B5C10D3_oC40_65_e_cq_ghjp_ag:Cl-Pb-Se-Sn,40,9,1
icsd-145166,A3B3CD8_hP45_174_3k_3j_ace_3j5k:Al-Mg-Na-Se,45,17,1
icsd_62583,A2B2C_tI10_139_e_d_a:La-O-Te,10,3,1
icsd-139247,A2B4C2D8EF2_oP38_58_g_2g_e_2gh_a_g:Al-Ba-Li-N-O-Ta,38,9,1
icsd-144777,AB7CD2E_mP48_14_e_7e_e_2e_e:K-O-Sc-Si-Sr,48,12,1
icsd-176256,AB3C9_hP26_173_b_c_3c:Ga-I-O,26,5,1
icsd-144632,AB4C_tI24_141_a_h_b:Bi-O-V,24,3,1
icsd-176743,A2BCD4_tP8_123_h_a_b_i:Bi-Cl-Gd-O,8,4,1
icsd_127450,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-46818,A9B3C_hR78_155_3cdef_f_c:Ga-Ni-Yb,78,8,1
icsd-176313,ABCD_hP8_186_b_b_a_a:Cd-Cl-H-O,8,4,1
icsd-144798,A_hP2_194_c:La,2,1,1
icsd-145023,A2B12C12DE2F3_mC128_15_f_6f_6f_e_f_abc:C-F-H-K-N-Ti,128,18,1
icsd-129302,ABC3_hR30_167_a_b_e:C-Mn-O,30,3,1
icsd-177502,A3B4C_oP32_62_cd_2cd_c:K-S-V,32,6,1
icsd_124856,AB4C2D_hP72_152_ac_6c_3c_ac:C-H-N-Se,72,13,1
icsd_128176,A_cF4_225_a:Cu,4,1,1
icsd-176190,ABCD3_oC24_63_c_c_a_cf:Ba-Cu-Er-Se,24,5,1
icsd-146875,A2B3C3DE21F_mC248_15_2f_3f_3f_f_21f_f:H-Mo-Na-Np-O-Pu,248,31,1
icsd-144848,AB3C_oP20_62_c_cd_a:La-O-V,20,4,1
icsd_128875,A2BC2_tP10_127_g_a_h:Pd-Sn-Yb,10,3,1
icsd-176939,A5B12C2_mC38_12_a2i_2i2j_h:Dy-O-Ru,38,8,1
icsd-147337,AB2C3D13E3_oP88_62_c_2c_cd_7c3d_3c:H-K-Mn-O-V,88,18,1
icsd-175246,A3B2C7_tI24_139_ae_e_beg:La-Ni-O,24,6,1
icsd-146930,AB2_oP6_58_a_g:Cr-Sb,6,2,1
icsd_116531,AB6CD2_cF40_225_a_e_b_c:Al-F-K-Rb,40,4,1
icsd-147788,A3B4CD12_mC80_15_ef_2f_e_6f:Al-B-Eu-O,80,11,1
icsd_136884,ABC2_tI32_88_c_d_f:Ba-Mo-O,32,3,1
icsd-129494,A3BC_mP40_14_6e_2e_2e:O-Pb-Se,40,10,1
icsd-64206,AB_cF8_225_a_b:Mn-N,8,2,1
icsd_128199,A_cF4_225_a:Cu,4,1,1
icsd_125251,AB6C2D_mP20_14_a_3e_e_d:Co-O-Sr-Te,20,6,1
icsd-144649,A9B3C_mC156_9_27a_9a_3a:O-P-V,156,39,1
icsd-175817,A2B_oI12_71_eg_f:Te-U,12,3,1
icsd-46863,ABC4D_hP168_173_4c_a2b3c_16c_4c:Ga-K-O-Si,168,30,1
icsd-70402,A2B2C5_oP36_62_ac_d_c2d:Co-La-O,36,6,1
icsd-128991,A4B20C2D17_mC172_15_2f_10f_ae_e8f:B-H-Na-O,172,23,1
icsd-147435,A3B_oP16_59_ab2e_f:Br-Ru,16,5,1
icsd_124207,ABC3D_hP36_190_3h_af_3h3i_2g:C-F-O-Pr,36,13,1
icsd-137737,ABC4DE_mP32_14_e_e_4e_e_e:Br-K-O-S-Zn,32,8,1
icsd-42965,AB2CD6_mP20_14_a_e_d_3e:Co-Dy-Mn-O,20,6,1
icsd-177596,A7BC3D15E_mP108_14_7e_e_3e_15e_e:B-Ba-K-O-Te,108,27,1
icsd-126433,A2B3_cI80_206_ad_e:Gd-O,80,3,1
icsd_127997,A_cF4_225_a:Co,4,1,1
icsd_124342,A2B19C4D2_mC108_15_f_e9f_2f_f:H-O-S-U,108,14,1
icsd-47264,A13B6_mC38_12_a6i_3i:O-V,38,10,1
icsd_127094,A_oP24_62_2c2d:C,24,4,1
icsd-70547,ABC3_oP40_57_cd_e_cd2e:Ag-Nb-O,40,7,1
icsd_92256,ABCD3_oP24_62_c_c_c_3c:Bi-Cu-Pb-S,24,6,1
icsd-146361,A2B_tP6_137_d_a:O-Zr,6,2,1
icsd-149094,ABCD_tP8_129_c_c_c_a:B-Gd-N-Ni,8,4,1
icsd_123254,ABC6D2_mP20_7_a_a_6a_2a:Mo-Ni-O-Pb,20,10,1
icsd-147659,A2B6CD_cF40_225_c_e_a_b:Cs-I-Na-Nd,40,4,1
icsd-45873,A2BC4D6_mC26_5_c_a_a3b_3c:Ge-Mn-Na-Se,26,9,1
icsd-174990,AB15C3_mP76_14_e_15e_3e:Ce-O-Tc,76,19,1
icsd-147209,AB7CD24E5F_tP156_130_c_cdg_a_6g_bg_c:Cl-Cu-K-O-S-Te,156,14,1
icsd_124968,A2B9C8D18E_hP76_165_d_fg_dg_3g_b:Br-C-La-N-O,76,9,1
icsd-173306,A4B2CD5E_oI26_44_e_c_a_ae_b:C-K-Mn-N-O,26,6,1
icsd-176554,A3B4C10D2_mC76_15_ef_2f_5f_f:Be-H-O-P,76,10,1
icsd-137808,ABC4D2_tP32_90_ac_bc_2g_g:Cl-Er-O-Sb,32,7,1
icsd-139115,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd_126810,A3B_mP32_14_6e_2e:O-W,32,8,1
icsd-201129,A3B4_tI28_141_ad_h:Mn-O,28,3,1
icsd-47008,A2BC2D9_oC56_36_b_a_b_a4b:Bi-Ca-Nb-O,56,8,1
icsd-176942,A12B2C5_mC38_12_2i2j_h_a2i:O-Ru-Tm,38,8,1
icsd-46249,A2BC6D2_oC44_41_b_a_3b_b:B-Ca-O-Zn,44,6,1
icsd-145371,AB3C_tP5_123_c_ae_b:Ba-O-Ti,5,4,1
icsd-177200,AB9C71D10_aP182_2_i_9i_71i_10i:Dy-Na-O-W,182,91,1
icsd-148797,AB2C2_tP10_129_c_ac_bc:La-Pt-Si,10,5,1
icsd-80251,AB12C4D3_hP40_173_b_4c_bc_c:F-O-Se-Y,40,8,1
icsd_127186,A5B3C2_tP40_128_egh_dh_h:Ge-Ru-Sm,40,6,1
icsd_128273,A2B4C_oP28_62_ac_2cd_c:Mn-O-Si,28,6,1
icsd-146789,A2BC4D_tI32_140_h_a_l_c:B-Si-Ta-V,32,4,1
icsd_125441,AB2C2_tI40_141_c_h_h:Ce-O-Si,40,3,1
icsd-64416,A_cI2_229_a:Mg,2,1,1
icsd_135912,AB4C2D_mP32_14_e_4e_2e_e:Br-O-Sb-Y,32,8,1
icsd-176295,A2BC4_tI14_139_e_a_ce:La-Ni-O,14,4,1
icsd-126937,AB3C_hP10_194_c_h_a:Ba-S-Ti,10,3,1
icsd_125504,A3B4C_tP16_114_ad_e_b:Na-S-Sb,16,4,1
icsd-201312,A2B7C2_cF88_227_d_af_c:Gd-O-Ti,88,4,1
icsd-174247,AB3C_oP20_62_a_cd_c:Ni-O-Pr,20,4,1
icsd_139177,A2B_oP6_58_g_a:O-Si,6,2,1
icsd_123983,A2B12C3_mP68_14_2e_12e_3e:Bi-O-S,68,17,1
icsd-149169,AB6C2_tP18_128_a_eh_d:Hf-I-Rb,18,4,1
icsd-175905,AB14C4_mC38_12_a_7i_2i:Cr-Te-Zr,38,10,1
icsd-49387,A8B3C15D_aP54_2_8i_3i_15i_i:B-Na-O-Y,54,27,1
icsd-128929,ABC2D2_mP24_14_e_e_2e_2e:Al-F-H-O,24,6,1
icsd_116634,A7B3C3D10E3_oC104_36_a3b_ab_ab_2a4b_ab:F-Fe-K-O-P,104,16,1
icsd-139142,A5BC3_hP9_191_ah_b_f:Bi-Cs-Ti,9,4,1
icsd_124895,AB3C2D10E2_hR54_166_a_d_c_2ch_c:Ba-Co-H-O-V,54,7,1
icsd-70639,ABC_hP6_186_b_b_a:Au-Ge-Lu,6,3,1
icsd-47819,ABC8D2_mC24_12_a_c_2ij_i:Cr-Na-O-S,24,6,1
icsd-138303,A8BC12D2_aP23_2_4i_a_6i_i:H-Mg-O-Re,23,12,1
icsd-176850,A2BC4_tI28_141_c_b_h:Cu-Ge-O,28,3,1
icsd_137305,A18B3CDE3_oP104_62_4c7d_cd_a_c_cd:F-H-Ni-O-Sb,104,17,1
icsd-129007,AB2C_oP48_55_ei_2g2hi_gi:Fe-Ge-Sc,48,9,1
icsd-145326,AB2C_hR12_166_a_c_b:Ce-O-Rb,12,3,1
icsd-177607,A2B2C7D2E2_oP60_60_d_ac_c3d_d_d:F-Mg-O-P-Rb,60,9,1
icsd-176915,ABC_oI12_74_e_a_c:La-Ni-Ru,12,3,1
icsd-146635,A10B4C2D2E17_mC70_8_5b_2b_2a_b_a8b:B-Cl-Cs-La-O,70,19,1
icsd-144608,A5B3C12_cI160_230_ad_c_h:Al-Gd-O,160,4,1
icsd-149190,A5BC10D3_mP76_14_5e_e_10e_3e:B-Mg-O-Rb,76,19,1
icsd-146265,A6B4C9D2E8_mC232_15_6f_ae3f_9f_2f_8f:B-Cs-F-H-O,232,30,1
icsd-126864,AB3C4D_tP36_135_c_dh_i_b:Cr-F-H-N,36,5,1
icsd_117526,A4B3C18D3_hP28_164_cd_ad_3i_bd:Ba-Ni-O-Os,28,9,1
icsd_127190,A5B3C2_tP40_128_egh_dh_h:Ge-Ru-Sm,40,6,1
icsd_127939,ABC3D_oC24_63_c_a_cf_c:Cu-Er-Se-Sr,24,5,1
icsd-175505,AB4C_mC24_15_e_2f_e:Nb-O-Y,24,4,1
icsd_116337,AB4C_mP12_13_e_2g_f:Nb-O-Sc,12,4,1
icsd-70156,AB2_oP6_58_a_g:Cr-Sb,6,2,1
icsd_139161,A2B_tP6_136_f_a:O-Si,6,2,1
icsd-174251,AB3C_oP20_62_a_cd_c:Ni-O-Pr,20,4,1
icsd_125512,ABC2_mP16_14_e_e_2e:La-Li-O,16,4,1
icsd-176796,A4B13C20D5E2_tI176_88_f_a3f_5f_bf_e:B-F-H-N-O,176,13,1
icsd-176846,A2BC4_tI28_141_c_b_h:Cu-Ge-O,28,3,1
icsd-138315,A2B7C8_mP102_11_2e2f_5e8f_4e10f:I-O-Pb,102,31,1
icsd-45832,ABC5D3_mP40_11_2e_2e_10e_6e:Ga-O-Se-Sm,40,20,1
icsd-175339,A5BC3_mC72_15_5f_ce_3f:Cl-In-Rb,72,10,1
icsd_115777,AB5C_oP56_33_2a_10a_2a:Fe-O-Sb,56,14,1
icsd-149606,AB_aP8_2_2i_2i:Co-Si,8,4,1
icsd-48353,A2B3C5_tP40_128_h_dh_egh:Ce-Re-Si,40,6,1
icsd_124883,A15B30C7D2E_hR165_155_d2f_5f_ade_c_b:B-O-Rb-Sc-Sr,165,13,1
icsd-49811,AB_hP4_186_b_b:O-Zn,4,2,1
icsd-80928,A2B_mC24_12_4i_2i:O-V,24,6,1
icsd-54665,A2BC4_cF56_227_c_b_e:Al-Mg-O,56,3,1
icsd-176450,A32B3CD5_mP164_14_32e_3e_e_5e:F-K-Mn-Sb,164,41,1
icsd-129441,ABC4D_oP28_62_c_a_2cd_c:B-Mn-O-Sr,28,6,1
icsd-129011,A2B3CD8_mP28_4_2a_3a_a_8a:As-Cs-Nd-S,28,14,1
icsd_116360,A3B3C_oP56_62_4cd_ac2d_2c:P-Sr-Zn,56,11,1
icsd-175102,AB129C4D6E30_mP1360_13_2g_258g_8g_12g_60g:Na-O-Te-U-W,1360,340,1
icsd_116730,A8B3_hP33_162_eh3k_ack:H-Yb,33,8,1
icsd-128987,A3BC9D_oP56_62_a2c_c_5c2d_c:Cu-Mo-O-S,56,12,1
icsd-41719,AB4C2_cF56_227_a_e_d:Mn-O-V,56,3,1
icsd-176684,A2B_hP12_194_ah_f:Al-Hf,12,3,1
icsd-175801,ABC3_hR30_167_a_b_e:B-Fe-O,30,3,1
icsd-46930,A3B16C2D4_mP50_14_ae_8e_e_2e:Co-O-Rb-S,50,13,1
icsd_127082,A_oP16_54_2df:C,16,3,1
icsd_127128,A_mC32_15_4f:C,32,4,1
icsd_92610,AB4C_oP24_62_a_2cd_c:Cu-O-S,24,5,1
icsd-149128,ABC2_cF16_225_a_b_c:Fe-Ga-V,16,3,1
icsd-48884,A3B7C_oC44_63_ag_cgh_b:La-O-Sb,44,6,1
icsd-144433,A4BC_oP24_62_2cd_c_c:O-P-V,24,5,1
icsd-139103,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd-49846,A7BC4_cP96_218_bcefi_ad_ei:Li-Mn-N,96,9,1
icsd-175694,ABC4D_oC28_40_a_b_2bc_b:Ce-Li-S-Si,28,6,1
icsd-144960,AB3C2D8_mP56_4_2a_6a_4a_16a:Cd-Ge-K-Se,56,28,1
icsd-145367,AB2C2_tI10_139_a_d_e:Er-Pd-Si,10,3,1
icsd-129416,ABC2D2E11F2_oC76_63_c_c_f_g_c3fh_f:B-Cs-Dy-Na-O-P,76,10,1
icsd-175381,A2BC4DE_mP18_11_f_e_2ef_e_e:F-K-O-S-Y,18,7,1
icsd-144825,A2B7C2_cF88_227_d_af_c:Ir-O-Tm,88,4,1
icsd-144576,A16B2C26D_mP90_14_8e_e_13e_a:B-Na-O-Sr,90,23,1
icsd-149763,A2B4C_cF56_227_c_e_b:Fe-O-Zn,56,3,1
icsd-144501,A2BC16D4_aP23_2_i_a_8i_2i:B-Cu-O-S,23,12,1
icsd_61589,AB6C_hR24_148_a_f_b:Ca-F-Ge,24,3,1
icsd_137299,A10BCD22E5_aP78_2_10i_i_i_22i_5i:H-K-Mn-O-V,78,39,1
icsd_91677,A2B_tP6_136_f_a:F-Fe,6,2,1
icsd-200759,A4B2C6D16E_cF232_203_e_c_f_eg_b:C-Mg-Na-O-S,232,6,1
icsd-138335,AB_oP8_62_c_c:Ba-Cl,8,2,1
icsd_64334,AB7CD2_tP11_123_a_chi_b_h:Ce-O-Rb-Ta,11,6,1
icsd_128479,AB6C2D2E_tP48_136_c_efk_fg_j_d:F-O-Rb-Si-Y,48,8,1
icsd_124289,AB2C2_hP10_194_b_ac_f:Ni-P-Zr,10,4,1
icsd-70176,A3B2C5D2_tI24_139_ae_e_bg_e:Ba-H-O-Yb,24,6,1
icsd-45687,A2BC4_oP112_33_8a_4a_16a:Ga-Pb-S,112,28,1
icsd-144628,AB4C_mC24_15_e_2f_e:Bi-O-V,24,4,1
icsd-139318,A5B2C_mP32_14_5e_2e_e:O-Pr-Si,32,8,1
icsd-146615,AB2C8D_mP48_14_e_2e_8e_e:Bi-Mo-O-Rb,48,12,1
icsd-200923,A2B2C5_mP36_14_2e_2e_5e:B-Ca-O,36,9,1
icsd-64420,A_oF128_70_4h:S,128,4,1
icsd-126844,AB4CD_mP84_14_3e_12e_3e_3e:Na-O-P-Zn,84,21,1
icsd-144782,A2B7C3_mP24_11_2e_7e_3e:Na-O-Ti,24,12,1
icsd_128245,ABC5D_aP16_2_i_i_5i_i:Bi-La-O-Si,16,8,1
icsd-70463,A4B5_oC36_63_acf_c2f:Fe-O,36,6,1
icsd_62576,ABC3DE_mP28_14_e_e_3e_e_e:F-H-O-P-Sb,28,7,1
icsd-175525,A2B6C_cF36_225_c_e_a:Cs-I-Pt,36,3,1
icsd_87170,ABC_hP6_194_c_d_a:Gd-H-S,6,3,1
icsd-67172,A6BC6DE12_hR78_166_h_a_h_b_2h:Cs-F-Ga-Na-S,78,6,1
icsd-126669,A6B105C37D2E3_mP612_14_6e_105e_37e_2e_3e:Br-H-N-O-U,612,153,1
icsd_126575,A2B2C5D2_oP44_55_2g_2h_5g_2g:B-Cl-O-Sc,44,11,1
icsd-138227,ABC3_oP20_62_a_c_cd:Cr-Lu-O,20,4,1
icsd-46785,A2B3C13D3_aP84_1_8a_12a_52a_12a:H-La-O-P,84,84,1
icsd-146091,A8BC6_oP30_53_2hi_a_hi:C-Cd-N,30,6,1
icsd-48631,ABC3D_oC24_63_c_c_cf_a:Cu-Rb-S-Th,24,5,1
icsd-149734,AB_cF8_225_a_b:Cr-N,8,2,1
icsd-139123,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd_123632,A5B8C5D2_hR120_146_a3b_a5b_a3b_ab:H-N-O-Pb,120,16,1
icsd-138362,ABC2D4_oP32_33_a_a_2a_4a:Ge-Hg-Li-Se,32,8,1
icsd_123798,A3BC_oP20_62_3c_c_c:I-Pb-Rb,20,5,1
icsd-126686,A6BCD15E3_oP104_58_eg2h_g_g_3g6h_ach:B-C-Cd-O-Rb,104,18,1
icsd-126956,ABC3_oP20_62_a_c_cd:Cr-Gd-O,20,4,1
icsd-70571,AB2C2DE3_oP36_57_d_2d_ac_d_c2d:Al-Ba-F-Li-O,36,9,1
icsd-145982,A2B3C9D3E_oP72_62_2c_3c_3c3d_3c_c:Ba-H-O-P-Zn,72,15,1
icsd-149558,A2BC6D_mP20_14_e_a_3e_d:Dy-Mg-O-Ti,20,6,1
icsd_127108,A_oP16_28_4d:C,16,4,1
icsd-145828,AB7C3_oC44_20_a_3b2c_ac:Nb-O-Y,44,8,1
icsd-147546,AB3C_hP10_194_a_h_c:Cr-Ge-Nd,10,3,1
icsd-70988,A12BC3D14E2_hR192_161_4b_a_b_2a4b_2a:H-Li-Na-O-Se,192,14,1
icsd-145081,A3BC7D3_oP112_61_3c_c_7c_3c:B-Br-O-Sn,112,14,1
icsd_137558,ABC_oP12_62_c_c_c:Ga-Ni-Tb,12,3,1
icsd-200562,A3B9C4_hR96_167_ac_ef_2c:Ba-O-Y,96,6,1
icsd_60459,A5B3_mP32_14_5e_3e:N-P,32,8,1
icsd-126405,AB6C2D_cF40_225_a_e_c_b:Bi-Cl-Cs-Na,40,4,1
icsd_124231,AB2C_cF16_225_a_c_b:Al-Fe-V,16,3,1
icsd_115995,ABC_oP12_62_c_c_c:Cr-Nb-P,12,3,1
icsd_128212,A3B10C_hP28_194_h_ahk_c:Al-Dy-Ru,28,5,1
icsd-70434,A4B3C28D2_oP148_52_2e_ce_cd13e_e:Au-Cu-F-O,148,20,1
icsd-46855,ABCD4_oP28_33_a_a_a_4a:Al-Cs-Ge-O,28,7,1
icsd-175821,A2B_oI12_71_eg_f:Te-U,12,3,1
icsd-48518,A2BC2_tP10_127_g_a_h:B-Fe-Mo,10,3,1
icsd_61462,AB7CD_mC40_5_c_7c_c_c:Cl-F-O-Sn,40,10,1
icsd_127722,AB4C_mP24_14_ad_4e_e:Cu-O-Se,24,7,1
icsd-48627,ABCD3_oC24_63_c_c_a_cf:Cu-Na-Np-S,24,5,1
icsd-176431,AB3C_oC10_38_a_bd_b:Nb-O-Rb,10,4,1
icsd-138231,A2BC6D_tP40_86_abc_e_3g_d:Mn-Nd-O-Ta,40,8,1
icsd-144813,A4BC2_oP14_55_gh_a_h:F-Fe-Na,14,4,1
icsd-129420,A6BCD3E13_oP96_33_6a_a_a_3a_13a:B-Cd-Eu-H-O,96,24,1
icsd-148099,A4B4C2DE4_aP15_2_2i_2i_i_a_2i:Cl-H-K-Np-O,15,8,1
icsd-147696,AB_oP16_61_c_c:O-Sn,16,2,1
icsd-67164,A8BC2D16_aP27_2_4i_a_i_8i:B-Ca-La-O,27,14,1
icsd-45853,AB5C15D_oP88_33_a_5a_15a_a:Cu-I-O-Pr,88,22,1
icsd-46286,A9B4C3_cI64_197_df_2c_e:Cs-Hg-O,64,5,1
icsd-148975,AB_hP4_194_a_c:Mn-N,4,2,1
icsd_124948,AB8C2D_mP24_4_a_8a_2a_a:H-O-S-Sm,24,12,1
icsd-137982,AB4C_oP96_61_2c_8c_2c:Al-O-P,96,12,1
icsd_139229,ABCD3_oC24_63_c_a_c_cf:Cu-Dy-Sr-Te,24,5,1
icsd-49870,ABCD4_oP56_62_2c_2c_2c_2c3d:Ba-Er-Fe-O,56,11,1
icsd-80949,A_cF4_225_a:Ni,4,1,1
icsd_62188,AB2CD5_mP18_4_a_2a_a_5a:Er-H-N-O,18,9,1
icsd-175421,A4B2C7_hP13_164_cd_d_ai:Ge-K-O,13,5,1
icsd-145097,A6B6C4D3_cI38_217_d_e_c_b:F-O-Sb-Zn,38,4,1
icsd-147550,A2B3_hR15_166_c_ac:Bi-Te,15,3,1
icsd-175972,A4BC2_tI14_139_h_a_d:Au-La-Mn,14,3,1
icsd_128341,AB4C_hP108_176_hi_2h5i_hi:Al-O-P,108,11,1
icsd-126940,A2B4C_cF56_227_c_e_b:Fe-O-Zn,56,3,1
icsd-70588,A3B3C4_oC20_38_ad_ae_abe:Al-Co-La,20,7,1
icsd-176718,A2BC4_oP28_62_2c_c_4c:Bi-Pb-S,28,7,1
icsd_125436,AB2C2_tI40_141_c_h_h:Ce-O-Si,40,3,1
